Time (s),R (V), Theta (degrees)
1.44921875,0.01435095,133.8682
1.451171875,0.01442724,133.3369
1.453125,0.01452643,133.7119
1.455078125,0.01445585,133.6104
1.45703125,0.01460081,133.2979
1.458984375,0.01462942,133.79
1.4609375,0.01458555,133.2744
1.462890625,0.0147267,133.3838
1.46484375,0.01466948,133.6807
1.466796875,0.01471716,133.0713
1.46875,0.0147782,133.4229
1.470703125,0.01467139,133.3057
1.47265625,0.01474768,133.1494
1.474609375,0.01461035,132.6963
1.4765625,0.01454931,132.5322
1.478515625,0.01430136,132.3604
1.48046875,0.01428992,131.876
1.482421875,0.01417357,132.1572
1.484375,0.01396948,131.6729
1.486328125,0.01401907,131.6807
1.48828125,0.01383406,132.001
1.490234375,0.0137673,131.376
1.4921875,0.01378828,131.7588
1.494140625,0.01357275,131.7822
1.49609375,0.01364142,131.4072
1.498046875,0.01359373,131.9229
1.5,0.01344115,131.54
1.501953125,0.01355559,131.6104
1.50390625,0.01343542,132.0166
1.505859375,0.01341635,131.4697
1.5078125,0.01349074,131.8525
1.509765625,0.01336104,131.8994
1.51171875,0.0134812,131.7744
1.513671875,0.01347166,132.1104
1.515625,0.01368529,132.7588
1.517578125,0.0137673,133.3213
1.51953125,0.01401335,133.0869
1.521484375,0.01416975,133.7744
1.5234375,0.01417929,133.5322
1.525390625,0.01439291,133.5322
1.52734375,0.01440817,134.0166
1.529296875,0.01445395,133.4072
1.53125,0.0145722,133.665
1.533203125,0.01451117,133.7979
1.53515625,0.01462561,133.2979
1.537109375,0.01468664,133.7588
1.5390625,0.01460463,133.4385
1.541015625,0.01475149,133.3369
1.54296875,0.01472288,133.751
1.544921875,0.01470572,133.1494
1.546875,0.01479918,133.3916
1.548828125,0.01470953,133.5322
1.55078125,0.01478583,133.0322
1.552734375,0.01479536,133.4229
1.5546875,0.01471907,133.0166
1.556640625,0.01463896,133.1572
1.55859375,0.01454931,132.5166
1.560546875,0.01446539,132.6025
1.5625,0.01419646,132.2275
1.564453125,0.01421934,131.9463
1.56640625,0.01406485,132.2744
1.568359375,0.01390654,131.6416
1.5703125,0.01394469,131.8213
1.572265625,0.01373106,132.0244
1.57421875,0.01372725,131.4463
1.576171875,0.0137139,131.915
1.578125,0.013506,131.7197
1.580078125,0.01360518,131.5244
1.58203125,0.01351362,132.0322
1.583984375,0.01341254,131.5166
1.5859375,0.01351362,131.7744
1.587890625,0.01338202,132.0322
1.58984375,0.0134297,131.5869
1.591796875,0.01346785,132.0479
1.59375,0.01347739,131.8525
1.595703125,0.01359755,132.3916
1.59765625,0.01374632,132.0244
1.599609375,0.01394278,132.7354
1.6015625,0.01395613,132.8057
1.603515625,0.01416594,132.665
1.60546875,0.01423651,133.2744
1.607421875,0.01424986,132.8838
1.609375,0.01439291,133.0791
1.611328125,0.01438147,133.4697
1.61328125,0.01445776,132.9385
1.615234375,0.01456267,133.3838
1.6171875,0.01448828,133.3916
1.619140625,0.01463896,133.0713
1.62109375,0.01466757,133.5869
1.623046875,0.01461607,133.0947
1.625,0.01474386,133.1963
1.626953125,0.01468855,133.5166
1.62890625,0.01471525,132.9463
1.630859375,0.01476103,133.3213
1.6328125,0.01468283,132.9619
1.634765625,0.01462942,132.8682
1.63671875,0.01448447,132.1807
1.638671875,0.01442915,132.1729
1.640625,0.01416594,132.0322
1.642578125,0.01416212,131.5791
1.64453125,0.01406103,131.9619
1.646484375,0.01384932,131.4932
1.6484375,0.01391035,131.5166
1.650390625,0.01373869,131.8916
1.65234375,0.01367384,131.2822
1.654296875,0.01371008,131.6729
1.65625,0.01350409,131.7432
1.658203125,0.01357657,131.3682
1.66015625,0.01354605,131.8994
1.662109375,0.01339155,131.5557
1.6640625,0.01351172,131.6104
1.666015625,0.01341063,132.0322
1.66796875,0.01339537,131.5244
1.669921875,0.01347357,131.9307
1.671875,0.01338965,132.0713
1.673828125,0.01357275,132.4072
1.67578125,0.01365477,132.2588
1.677734375,0.01389319,132.7822
1.6796875,0.01393515,133.165
1.681640625,0.01415259,132.8213
1.68359375,0.01428038,133.4307
1.685546875,0.01424605,133.2197
1.6875,0.01444441,133.2275
1.689453125,0.01444823,133.6104
1.69140625,0.01445776,133.0479
1.693359375,0.01458937,133.3213
1.6953125,0.01452261,133.5166
1.697265625,0.01462942,132.9854
1.69921875,0.01469237,133.4854
1.701171875,0.01460272,133.2197
1.703125,0.01474005,133.1025
1.705078125,0.01471525,133.5166
1.70703125,0.01468855,132.9619
1.708984375,0.01478392,133.165
1.7109375,0.0147,133.3447
1.712890625,0.01477057,132.915
1.71484375,0.01469427,133.04
1.716796875,0.01468474,132.6494
1.71875,0.01445395,132.5791
1.720703125,0.01437765,131.9229
1.72265625,0.01430327,132.165
1.724609375,0.0140515,131.8994
1.7265625,0.01408964,131.626
1.728515625,0.0139485,132.04
1.73046875,0.013794,131.4619
1.732421875,0.01384932,131.665
1.734375,0.01364332,131.9307
1.736328125,0.01364332,131.376
1.73828125,0.01364714,131.8525
1.740234375,0.01344687,131.7197
1.7421875,0.01355177,131.5244
1.744140625,0.0134812,132.0479
1.74609375,0.01338774,131.5869
1.748046875,0.01349646,131.8369
1.75,0.01339728,132.0869
1.751953125,0.01346213,131.7354
1.75390625,0.01346594,132.3447
1.755859375,0.01372725,132.8135
1.7578125,0.01382834,133.5244
1.759765625,0.01401526,133.1572
1.76171875,0.0141831,133.7041
1.763671875,0.01417929,133.7588
1.765625,0.01437193,133.5088
1.767578125,0.01442915,133.9385
1.76953125,0.01441389,133.54
1.771484375,0.01456839,133.626
1.7734375,0.01454931,133.9854
1.775390625,0.01461416,133.376
1.77734375,0.01471907,133.7588
1.779296875,0.01462752,133.7354
1.78125,0.01475722,133.3447
1.783203125,0.01476675,133.79
1.78515625,0.01469237,133.3213
1.787109375,0.01480299,133.3682
1.7890625,0.01474577,133.6729
1.791015625,0.01477057,133.0869
1.79296875,0.01466948,133.165
1.794921875,0.01461607,132.8057
1.796875,0.01443106,132.9307
1.798828125,0.01429564,132.29
1.80078125,0.01426321,132.4463
1.802734375,0.01400954,132.3994
1.8046875,0.01402098,131.9229
1.806640625,0.01393706,132.3135
1.80859375,0.01373106,131.8838
1.810546875,0.01380926,131.8604
1.8125,0.01365668,132.2432
1.814453125,0.01359183,131.6182
1.81640625,0.01364332,131.9619
1.818359375,0.01345259,132.0479
1.8203125,0.01352507,131.6025
1.822265625,0.013506,132.1025
1.82421875,0.01335913,131.7744
1.826171875,0.01348501,131.79
1.828125,0.01340681,132.165
1.830078125,0.01341063,131.8057
1.83203125,0.01349837,132.1885
1.833984375,0.0135327,132.1572
1.8359375,0.01369673,132.7119
1.837890625,0.01380736,132.3682
1.83984375,0.01405722,132.8604
1.841796875,0.01407629,133.165
1.84375,0.0142594,132.751
1.845703125,0.01437384,133.4072
1.84765625,0.0143376,133.1729
1.849609375,0.014494,133.0947
1.8515625,0.01450545,133.54
1.853515625,0.01450926,132.9854
1.85546875,0.01464468,133.2588
1.857421875,0.01457602,133.4775
1.859375,0.01467329,132.9463
1.861328125,0.01472861,133.415
1.86328125,0.01463324,133.2041
1.865234375,0.01475912,133.0635
1.8671875,0.01473433,133.4697
1.869140625,0.01469427,132.9307
1.87109375,0.01478964,133.126
1.873046875,0.01468283,132.9072
1.875,0.01464087,132.7744
1.876953125,0.01442915,132.29
1.87890625,0.01440436,132.2354
1.880859375,0.01415831,132.3291
1.8828125,0.01409918,131.7432
1.884765625,0.0140534,132.0791
1.88671875,0.01380736,131.8838
1.888671875,0.01386648,131.6182
1.890625,0.01375014,132.0947
1.892578125,0.01360136,131.5244
1.89453125,0.01368147,131.7197
1.896484375,0.013506,132.0322
1.8984375,0.01351172,131.4619
1.900390625,0.01354033,131.9072
1.90234375,0.01336104,131.8213
1.904296875,0.01347548,131.6182
1.90625,0.01343352,132.0947
1.908203125,0.01335913,131.6885
1.91015625,0.01347548,131.9619
1.912109375,0.01345259,132.0713
1.9140625,0.01364905,132.751
1.916015625,0.01373678,132.6494
1.91796875,0.01401335,133.0166
1.919921875,0.01407629,133.501
1.921875,0.01421362,133.0322
1.923828125,0.0143643,133.501
1.92578125,0.01432997,133.5166
1.927734375,0.01448256,133.2744
1.9296875,0.01453406,133.7197
1.931640625,0.01449019,133.3291
1.93359375,0.0146485,133.4229
1.935546875,0.01461607,133.7822
1.9375,0.01465803,133.165
1.939453125,0.01476103,133.5322
1.94140625,0.01466376,133.5166
1.943359375,0.01477438,133.1104
1.9453125,0.01478392,133.5322
1.947265625,0.0147019,133.1416
1.94921875,0.01481444,133.165
1.951171875,0.01473624,133.3369
1.953125,0.01474005,133.001
1.955078125,0.01456267,132.9463
1.95703125,0.01455122,132.7432
1.958984375,0.01435858,132.9619
1.9609375,0.01422888,132.3291
1.962890625,0.01421744,132.54
1.96484375,0.01396948,132.54
1.966796875,0.01398093,132.0322
1.96875,0.01390845,132.4463
1.970703125,0.01370436,132.0557
1.97265625,0.01378638,131.9854
1.974609375,0.01364332,132.376
1.9765625,0.01356894,131.7588
1.978515625,0.01362997,132.0713
1.98046875,0.01344115,132.1885
1.982421875,0.01350981,131.7197
1.984375,0.01350409,132.1885
1.986328125,0.01336104,131.8916
1.98828125,0.01348883,131.915
1.990234375,0.01343924,132.29
1.9921875,0.01346785,131.9775
1.994140625,0.01353842,132.4463
1.99609375,0.01372916,132.415
1.998046875,0.01386839,133.1885
2.0,0.01398093,132.751
2.001953125,0.01419455,133.1963
2.00390625,0.01419455,133.5166
2.005859375,0.01435477,133.0791
2.0078125,0.0144425,133.54
2.009765625,0.0143891,133.3604
2.01171875,0.01453787,133.2432
2.013671875,0.01454931,133.7119
2.015625,0.01453978,133.1494
2.017578125,0.0146752,133.3994
2.01953125,0.01460844,133.6104
2.021484375,0.01469427,133.0635
2.0234375,0.01475149,133.4932
2.025390625,0.01465613,133.2979
2.02734375,0.01476675,133.0947
2.029296875,0.01474386,133.501
2.03125,0.01471525,132.9229
2.033203125,0.01467329,133.0635
2.03515625,0.01462179,132.4697
2.037109375,0.01447302,132.5244
2.0390625,0.01426893,131.8838
2.041015625,0.01427275,131.876
2.04296875,0.01404005,132.04
2.044921875,0.01398665,131.4072
2.046875,0.01395613,131.8057
2.048828125,0.01371962,131.665
2.05078125,0.01378828,131.3994
2.052734375,0.0136891,131.8994
2.0546875,0.01354605,131.4072
2.056640625,0.01363569,131.5869
2.05859375,0.01347739,131.9307
2.060546875,0.0134812,131.3838
2.0625,0.01351935,131.8447
2.064453125,0.01335341,131.8135
2.06640625,0.01346976,131.6182
2.068359375,0.01345068,132.0557
2.0703125,0.01343161,131.7744
2.072265625,0.01352316,132.4932
2.07421875,0.01376349,132.3838
2.076171875,0.01393515,133.1416
2.078125,0.01400572,132.8291
2.080078125,0.01422888,133.04
2.08203125,0.01426321,133.4697
2.083984375,0.01435667,132.9072
2.0859375,0.01448637,133.3291
2.087890625,0.0144406,133.3447
2.08984375,0.0145722,132.9854
2.091796875,0.01462179,133.4854
2.09375,0.01456648,133.0869
2.095703125,0.01471335,133.1182
2.09765625,0.01467901,133.5322
2.099609375,0.01470762,132.9072
2.1015625,0.01480108,133.29
2.103515625,0.01470381,133.3291
2.10546875,0.01480299,132.9307
2.107421875,0.01482207,133.3916
2.109375,0.01473433,132.9854
2.111328125,0.01480299,133.0635
2.11328125,0.01469427,132.7041
2.115234375,0.01462752,132.6572
2.1171875,0.01438719,132.2041
2.119140625,0.01439101,131.9541
2.12109375,0.01419646,132.1963
2.123046875,0.01406866,131.5479
2.125,0.01407248,131.79
2.126953125,0.01383215,131.876
2.12890625,0.01384932,131.3994
2.130859375,0.01379782,131.8838
2.1328125,0.01359946,131.5713
2.134765625,0.01369482,131.5166
2.13671875,0.01356894,131.9932
2.138671875,0.01349264,131.4072
2.140625,0.01357085,131.7588
2.142578125,0.01339728,131.9463
2.14453125,0.01346594,131.5166
2.146484375,0.01347739,132.001
2.1484375,0.01336104,131.7979
2.150390625,0.01349264,131.8682
2.15234375,0.01347739,132.1494
2.154296875,0.01365477,132.3057
2.15625,0.01369292,132.4229
2.158203125,0.0139733,132.4463
2.16015625,0.01406676,133.0791
2.162109375,0.01413351,132.5869
2.1640625,0.01432425,132.9854
2.166015625,0.01430327,133.2119
2.16796875,0.01441008,132.7666
2.169921875,0.01449782,133.251
2.171875,0.01443297,133.1338
2.173828125,0.01459128,132.9854
2.17578125,0.01460272,133.4854
2.177734375,0.01457983,132.9541
2.1796875,0.01470762,133.1729
2.181640625,0.01464087,133.4229
2.18359375,0.01470762,132.8916
2.185546875,0.01475912,133.3213
2.1875,0.01465994,133.2119
2.189453125,0.01477057,133.0088
2.19140625,0.01466948,133.1963
2.193359375,0.01465422,133.0635
2.1953125,0.01443869,132.9619
2.197265625,0.01442724,132.5479
2.19921875,0.01428419,132.8291
2.201171875,0.01408774,132.29
2.203125,0.01412016,132.3369
2.205078125,0.01390845,132.5635
2.20703125,0.01385885,131.9072
2.208984375,0.01384932,132.29
2.2109375,0.01362234,132.165
2.212890625,0.01369864,131.8291
2.21484375,0.01362234,132.2979
2.216796875,0.0134812,131.8057
2.21875,0.0135861,131.9229
2.220703125,0.01344305,132.2666
2.22265625,0.01344496,131.6807
2.224609375,0.01349837,132.1025
2.2265625,0.01336104,132.0791
2.228515625,0.01348311,131.9697
2.23046875,0.01349074,132.2979
2.232421875,0.01364905,132.3291
2.234375,0.01369101,132.6963
2.236328125,0.01393706,132.5322
2.23828125,0.01406676,133.2119
2.240234375,0.01409155,132.915
2.2421875,0.01429182,133.0713
2.244140625,0.01430708,133.5713
2.24609375,0.01438338,133.0166
2.248046875,0.01449972,133.3604
2.25,0.0144425,133.4229
2.251953125,0.0145722,133.0322
2.25390625,0.01462752,133.5479
2.255859375,0.01456267,133.165
2.2578125,0.01471907,133.1729
2.259765625,0.01468092,133.5791
2.26171875,0.01469809,132.9854
2.263671875,0.01478583,133.3135
2.265625,0.01469237,133.3682
2.267578125,0.01478583,132.9229
2.26953125,0.01479536,133.3369
2.271484375,0.0147267,132.8057
2.2734375,0.01460654,132.9072
2.275390625,0.01452261,132.3682
2.27734375,0.01441389,132.5479
2.279296875,0.01416594,132.165
2.28125,0.01419073,132.001
2.283203125,0.01402098,132.3291
2.28515625,0.01389509,131.7119
2.287109375,0.0139237,131.9697
2.2890625,0.01370054,132.1104
2.291015625,0.01372725,131.5869
2.29296875,0.01369292,132.0713
2.294921875,0.01350218,131.7822
2.296875,0.01360899,131.6963
2.298828125,0.013506,132.1572
2.30078125,0.0134297,131.5869
2.302734375,0.01351935,131.8994
2.3046875,0.01336485,132.0947
2.306640625,0.01343542,131.6963
2.30859375,0.01346213,132.1572
2.310546875,0.01338965,132.0322
2.3125,0.01355559,132.5244
2.314453125,0.01370436,132.1104
2.31640625,0.01390845,132.7588
2.318359375,0.01393324,132.6729
2.3203125,0.01416403,132.6104
2.322265625,0.0142346,133.1807
2.32421875,0.01427466,132.6729
2.326171875,0.01441771,132.9307
2.328125,0.01439673,133.2197
2.330078125,0.014494,132.7354
2.33203125,0.01458555,133.2354
2.333984375,0.01451117,133.1416
2.3359375,0.01466757,132.9463
2.337890625,0.01467329,133.4541
2.33984375,0.01463515,132.9385
2.341796875,0.01475912,133.1338
2.34375,0.01468664,133.3838
2.345703125,0.01473433,132.8682
2.34765625,0.01478773,133.29
2.349609375,0.01469237,133.0322
2.3515625,0.01469427,133.0869
2.353515625,0.01456648,132.4385
2.35546875,0.01449782,132.4619
2.357421875,0.01422507,132.2275
2.359375,0.01423079,131.8057
2.361328125,0.01409918,132.1572
2.36328125,0.01390272,131.6182
2.365234375,0.01395422,131.6963
2.3671875,0.01375777,132.001
2.369140625,0.01371771,131.3916
2.37109375,0.01373106,131.8135
2.373046875,0.01352125,131.7822
2.375,0.01360518,131.4775
2.376953125,0.01355177,131.9932
2.37890625,0.01341444,131.5557
2.380859375,0.01352888,131.6885
2.3828125,0.01340681,132.0557
2.384765625,0.01341444,131.5557
2.38671875,0.01347357,132.001
2.388671875,0.01338774,132.0713
2.390625,0.01356512,132.6494
2.392578125,0.0136891,132.4697
2.39453125,0.01393324,133.0635
2.396484375,0.01396757,133.2979
2.3984375,0.01419646,133.0166
2.400390625,0.0143128,133.6104
2.40234375,0.01429564,133.2588
2.404296875,0.01448256,133.3525
2.40625,0.01447874,133.6885
2.408203125,0.01451689,133.0791
2.41015625,0.01462752,133.3604
2.412109375,0.01455694,133.4385
2.4140625,0.01468092,132.9775
2.416015625,0.01472861,133.4932
2.41796875,0.01465231,133.1338
2.419921875,0.01479155,133.1104
2.421875,0.01474959,133.5244
2.423828125,0.01474386,132.9385
2.42578125,0.01482397,133.2041
2.427734375,0.01472479,133.2822
2.4296875,0.01480299,132.8369
2.431640625,0.01468855,133.04
2.43359375,0.01468092,132.8838
2.435546875,0.0144406,132.8447
2.4375,0.01439101,132.29
2.439453125,0.01430327,132.5713
2.44140625,0.01406103,132.2432
2.443359375,0.01411062,132.0557
2.4453125,0.01395041,132.415
2.447265625,0.01382262,131.7979
2.44921875,0.01386648,132.04
2.451171875,0.01365286,132.1885
2.453125,0.01367575,131.6572
2.455078125,0.01365858,132.1338
2.45703125,0.01346785,131.876
2.458984375,0.01357847,131.7354
2.4609375,0.01348692,132.2119
2.462890625,0.01340872,131.6572
2.46484375,0.013506,131.9385
2.466796875,0.01337439,132.1338
2.46875,0.01346022,131.876
2.470703125,0.01348883,132.3682
2.47265625,0.0137139,132.4697
2.474609375,0.01380545,133.0166
2.4765625,0.01402479,132.5869
2.478515625,0.01419264,133.165
2.48046875,0.0141831,133.0947
2.482421875,0.0143891,132.9697
2.484375,0.01442915,133.3916
2.486328125,0.01442534,132.9385
2.48828125,0.01456457,133.126
2.490234375,0.01452833,133.4541
2.4921875,0.01461035,132.9229
2.494140625,0.01469427,133.376
2.49609375,0.01460272,133.29
2.498046875,0.01474005,133.0479
2.5,0.01474196,133.5322
2.501953125,0.01468855,133.04
2.50390625,0.01479727,133.1807
2.505859375,0.01472861,133.4775
2.5078125,0.01477438,132.9229
2.509765625,0.01472479,133.165
2.51171875,0.01468855,132.6572
2.513671875,0.01448447,132.6338
2.515625,0.01436239,131.8838
2.517578125,0.01430136,132.0557
2.51953125,0.01404005,131.915
2.521484375,0.01406103,131.5088
2.5234375,0.01395041,131.9385
2.525390625,0.01375967,131.4619
2.52734375,0.01383024,131.5557
2.529296875,0.01365858,131.915
2.53125,0.01362044,131.3369
2.533203125,0.01365477,131.751
2.53515625,0.0134564,131.7744
2.537109375,0.01354605,131.4385
2.5390625,0.013506,131.9697
2.541015625,0.01337439,131.5713
2.54296875,0.01349455,131.6963
2.544921875,0.01339728,132.0557
2.546875,0.01342589,131.6807
2.548828125,0.01348692,132.126
2.55078125,0.01353651,132.1963
2.552734375,0.01367766,133.1416
2.5546875,0.01382834,132.9463
2.556640625,0.01406485,133.6182
2.55859375,0.01408011,133.8682
2.560546875,0.01427275,133.5166
2.5625,0.01437765,134.165
2.564453125,0.01435286,133.7979
2.56640625,0.01451308,133.7588
2.568359375,0.01450926,134.0869
2.5703125,0.01452833,133.4307
2.572265625,0.0146485,133.6885
2.57421875,0.01457411,133.7822
2.576171875,0.01469237,133.2588
2.578125,0.01474005,133.7197
2.580078125,0.01465613,133.3682
2.58203125,0.01478392,133.2822
2.583984375,0.01474577,133.6416
2.5859375,0.01472288,133.0479
2.587890625,0.01480681,133.3057
2.58984375,0.01470381,133.1807
2.591796875,0.01470381,133.0947
2.59375,0.01451308,132.5166
2.595703125,0.01447493,132.4854
2.59765625,0.01422507,132.501
2.599609375,0.01418501,131.9229
2.6015625,0.01411444,132.251
2.603515625,0.01387602,131.9463
2.60546875,0.01393515,131.7588
2.607421875,0.01379591,132.1885
2.609375,0.01366812,131.5791
2.611328125,0.01373106,131.8447
2.61328125,0.01353842,132.0479
2.615234375,0.01356703,131.5088
2.6171875,0.01356894,131.9932
2.619140625,0.01338774,131.7979
2.62109375,0.013506,131.6338
2.623046875,0.01343161,132.1104
2.625,0.01336867,131.6182
2.626953125,0.01347357,131.8994
2.62890625,0.01339537,132.0713
2.630859375,0.01358801,132.665
2.6328125,0.01367003,132.5166
2.634765625,0.01393896,132.9854
2.63671875,0.01398855,133.4072
2.638671875,0.01414114,132.9775
2.640625,0.01428801,133.501
2.642578125,0.01426321,133.3916
2.64453125,0.01442343,133.1963
2.646484375,0.0144673,133.6338
2.6484375,0.01444823,133.1885
2.650390625,0.01459891,133.3447
2.65234375,0.01456267,133.6572
2.654296875,0.01462942,133.0635
2.65625,0.01472098,133.4932
2.658203125,0.01462942,133.4072
2.66015625,0.01476103,133.1104
2.662109375,0.01476485,133.5479
2.6640625,0.0147019,133.0635
2.666015625,0.01481634,133.1807
2.66796875,0.01473433,133.3525
2.669921875,0.0147782,133.0088
2.671875,0.01454931,132.4307
2.673828125,0.01451689,132.1572
2.67578125,0.0142861,132.2744
2.677734375,0.01417738,131.5791
2.6796875,0.01414114,131.8369
2.681640625,0.01389128,131.7744
2.68359375,0.01392943,131.3916
2.685546875,0.01383978,131.8604
2.6875,0.0136624,131.4385
2.689453125,0.01374632,131.5244
2.69140625,0.01358801,131.915
2.693359375,0.01354986,131.3369
2.6953125,0.01359946,131.7588
2.697265625,0.01341254,131.8291
2.69921875,0.01350218,131.4854
2.701171875,0.01347929,131.9854
2.703125,0.01335722,131.6572
2.705078125,0.01348501,131.7744
2.70703125,0.01342589,132.0791
2.708984375,0.01347739,131.8213
2.7109375,0.01350981,132.4307
2.712890625,0.01378256,132.7822
2.71484375,0.01391035,133.5869
2.716796875,0.01404768,133.165
2.71875,0.01425749,133.6729
2.720703125,0.01423651,133.915
2.72265625,0.01441389,133.4932
2.724609375,0.01448447,133.9854
2.7265625,0.01443487,133.665
2.728515625,0.01457602,133.5791
2.73046875,0.01456839,133.9697
2.732421875,0.01457602,133.3525
2.734375,0.0147019,133.6338
2.736328125,0.01461989,133.7588
2.73828125,0.01472288,133.2275
2.740234375,0.01476866,133.6572
2.7421875,0.0146752,133.3447
2.744140625,0.01478773,133.2275
2.74609375,0.0147534,133.6182
2.748046875,0.01473433,133.0244
2.75,0.01468474,133.2979
2.751953125,0.0146504,132.9541
2.75390625,0.01453024,133.0557
2.755859375,0.01435095,132.4072
2.7578125,0.01434332,132.4619
2.759765625,0.01408964,132.5479
2.76171875,0.01406103,131.9619
2.763671875,0.01401144,132.3369
2.765625,0.01377493,132.0635
2.767578125,0.01384932,131.8525
2.76953125,0.01372534,132.3057
2.771484375,0.01359946,131.7119
2.7734375,0.01367575,131.9307
2.775390625,0.01349455,132.1807
2.77734375,0.01351935,131.626
2.779296875,0.01353842,132.0869
2.78125,0.01336104,131.9229
2.783203125,0.0134812,131.79
2.78515625,0.01343161,132.251
2.787109375,0.01341444,131.876
2.7890625,0.01348883,132.4619
2.791015625,0.01368147,132.3447
2.79296875,0.01382643,133.165
2.794921875,0.01391226,132.8213
2.796875,0.0141297,133.1182
2.798828125,0.01414686,133.5322
2.80078125,0.01427084,133.0322
2.802734375,0.01438147,133.4697
2.8046875,0.01434141,133.4229
2.806640625,0.01449019,133.1572
2.80859375,0.01453215,133.626
2.810546875,0.01449972,133.1416
2.8125,0.01464468,133.251
2.814453125,0.01460272,133.6025
2.81640625,0.01465994,133.001
2.818359375,0.0147534,133.4307
2.8203125,0.01465613,133.3604
2.822265625,0.01477057,133.0244
2.82421875,0.0147782,133.4854
2.826171875,0.01470572,133.04
2.828125,0.01478201,133.2979
2.830078125,0.01469046,132.5479
2.83203125,0.01454359,132.5244
2.833984375,0.01431662,132.0322
2.8359375,0.01432616,131.876
2.837890625,0.01410872,132.0947
2.83984375,0.01400763,131.415
2.841796875,0.01399809,131.751
2.84375,0.01377112,131.7588
2.845703125,0.01381499,131.3604
2.84765625,0.01374632,131.8604
2.849609375,0.01356894,131.4619
2.8515625,0.01366431,131.5244
2.853515625,0.01353079,131.9463
2.85546875,0.01349074,131.3838
2.857421875,0.01355559,131.7744
2.859375,0.0133782,131.8838
2.861328125,0.01346785,131.5479
2.86328125,0.01346594,132.04
2.865234375,0.01336294,131.7744
2.8671875,0.01348883,131.8994
2.869140625,0.0134545,132.1807
2.87109375,0.01368147,132.8369
2.873046875,0.01374823,132.8916
2.875,0.01403433,133.0869
2.876953125,0.01411825,133.7354
2.87890625,0.01420408,133.2197
2.880859375,0.01439101,133.6494
2.8828125,0.01435095,133.8057
2.884765625,0.01447874,133.3838
2.88671875,0.01454931,133.8369
2.888671875,0.01448256,133.5947
2.890625,0.01464087,133.4854
2.892578125,0.01463133,133.9463
2.89453125,0.01462942,133.3213
2.896484375,0.01474768,133.5791
2.8984375,0.01466757,133.7119
2.900390625,0.01474768,133.1885
2.90234375,0.01478392,133.5713
